date,time,tweet,tweet_id,length,hashtag,at_mention,at_message,RT,RT_pos,link,link_pos,proof_related
"2010-04-16","8:30","@aidaan yours?",12272070466,14,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-03-03","7:34","A Startup Day™",9914758206,14,FALSE,FALSE,FALSE,TRUE,8,FALSE,-1,FALSE
"2008-03-15","23:50","Saving places.",772140266,14,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-01-13","23:48","Scored a bike!",2807133,14,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-01-01","21:22","post-pancakes.",1952613,14,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-02-20","19:27","CHOCOLATE RAGE",1231709466,14,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-02-20","17:51","inchoate rage.",1231370105,14,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-09-24","17:07","“Hello” codes.",25422434068,14,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-02-11","10:06","HUGS ARE DRUGS",8955339131,14,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-09","7:53","I worry a bit.",5974171,14,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-07-13","6:39","Happy as hell.",857050585,14,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-01-29","5:13","Condiment kit!",653710902,14,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-09-09","4:18","OSSEOUS BOABOM",255964832,14,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-10-11","3:28","Hay problemas.",955089650,14,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-02-27","1:24","happy in chaos",5718078,14,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-06-05","19:38","@kev_in hahaha.",15507418386,15,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-03-24","22:51","Caffeine works.",11002819053,15,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-04-06","22:28","Babe weighs in!",21069051,15,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-07-14","20:18","(Just kidding).",18545823972,15,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-12-03","17:22","damn damn leash",465967032,15,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-02-17","16:42","sun on my back.",5557255,15,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-10-01","15:53","TWO good ideas.",942059058,15,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-12-20","8:20","GOD HATES FANGS",1068718824,15,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2006-12-12","8:13","is sleeping zzz",991933,15,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-07-29","4:28","achieving empty",174007312,15,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2006-12-13","2:27","is eating sushi",1037323,15,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-11-21","1:25","Unicorn steaks.",5906683326,15,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-01-26","0:05","is not homeless",4121373,15,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2006-12-22","20:59","all voles filled",1563143,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-05-08","20:40","a tickly breeze.",55898292,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-11-01","17:57","Rain be jammin.",985420671,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-02-26","15:38","birds a breeze.",5707453,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-30","15:28","pushing too hard",15958281,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-11-22","11:18","Creating length.",1017990330,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-01-17","8:54","the spanish echo",608666682,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-08-26","7:49","un-muted trumpet",227954282,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-05-13","7:34","Twice exhausted.",809996404,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2006-12-12","6:40","paying the bills",988833,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-12-17","4:20","is BLACK SINGLES",1062131203,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-10-10","4:04","Gettin stoopid.",953725008,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-07-09","3:35","Fuck honeydew.",853398454,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-04-14","3:07","eat your heroes.",27542901,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-10-14","3:03","Smooth Oper-ator",958530194,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-07-20","0:16","Hate Lazer City.",863063305,16,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-08-17","22:39","@cianna thank ye!",21439032046,17,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2007-03-09","21:15","@lmorchard: twags",6150441,17,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-08-08","18:17","@softfacade $9.99",20645968341,17,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2008-07-02","17:26","Missing @dcurtis.",848585038,17,FALSE,TRUE,FALSE,TRUE,15,FALSE,-1,FALSE
"2007-02-17","20:55","Hardcore Wisdom",5560610,17,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-10-01","20:37","sneezy ginger ale",305667892,17,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-04-29","20:37","Were Oscar Mike.",1652414171,17,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2006-12-31","20:22","was Re: shoe lust",1908533,17,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-07-09","17:18","Le Super-Excited!",2553338628,17,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-02-11","15:19","“Serene rollouts”",1199221824,17,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-12-07","10:58","Water on the fire",477868502,17,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-10-17","6:08","the shape of rage",341673532,17,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-06-30","5:04","G’night twooters.",2399411063,17,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-06-16","5:01","A glorious apple.",106703652,17,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-01-30","0:34","Doing five whys.",1160240192,17,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-07","0:24","samurai presoak",5891417,17,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-04-13","22:07","@essl Its 138",12126866430,18,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-10-10","18:01","@janchip why ‘1A’?",26958158190,18,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2007-03-12","23:09","dont invert stuff",7175431,18,FALSE,FALSE,FALSE,TRUE,12,FALSE,-1,FALSE
"2007-02-14","23:49","Buying cotter pins",5511106,18,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-02-25","22:01","angels with horses",5694412,18,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-12-25","19:48","It smells amazing.",1078327430,18,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-09-23","18:30","wil saves the day!",932001301,18,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-07-12","17:33","Streetwear dreamz.",856656002,18,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-11-06","17:32","Emotional procmail",993600917,18,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-04-25","17:24","MOMENTOUS BOWLWORK",1614061361,18,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-09-17","17:16","Co(s)mic Mischief.",4058460181,18,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-05-13","17:10","His Brain Is Alive",62770352,18,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-07-25","16:46","What up homecow?",868260358,18,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-09-27","6:05","Prepping the space",936852166,18,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-01-14","4:02","hears a drag race!",2815623,18,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-02","3:18","things are sliding",5786429,18,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-10-04","0:52","running the drills",310595322,18,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-04-23","0:34","sweatin the build.",36381092,18,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-03-12","7:50","Saved by @nanaenay.",1315058302,19,FALSE,TRUE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-06-23","23:40","CRUSHING TIREDNESS.",842033713,19,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-05-12","21:14","Sprites with Phife.",1777487185,19,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-12-03","21:13","CANVAS SHENANIGANS!",1036909755,19,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-01-08","19:18","Goosing the gasbag.",2387123,19,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-04","14:58","smiles for my seeds",5831520,19,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-01-23","7:48","watching Blue Chips",631267232,19,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-05-02","7:14","watching War Dance.",801699276,19,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-03-06","3:54","Getting systematic.",767367297,19,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-03-22","3:09","huffing everything.",775244018,19,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-07-07","1:45","Seafoam & Cherries.",2506792988,19,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-06-09","23:36","@david_oro I do now!",15809396562,20,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-06-30","5:29","@sferik A mockup of?",17392172586,20,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-10-07","0:03","RT @Krogisms: SOLID.",26599479151,20,FALSE,TRUE,FALSE,TRUE,3,FALSE,-1,FALSE
"2009-09-03","17:26","#peachesinheavysyrup",3737873656,20,TRUE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-02-07","7:43","The End of Artifice.",1185825841,20,FALSE,FALSE,FALSE,TRUE,15,FALSE,-1,FALSE
"2007-12-10","0:37","the end of artifice.",484885362,20,FALSE,FALSE,FALSE,TRUE,15,FALSE,-1,FALSE
"2007-03-03","21:27","ATTACKED BY MY DESK!",5820983,20,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-30","20:12","exploiting paranoia.",16152391,20,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2006-12-23","18:28","is not getting older",1599393,20,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-08-25","18:28","best neck crack ever",227055682,20,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-12-31","16:33","Introducing: Ethics!",549875072,20,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-01-23","16:14","BASTARD IN A BASKET!",632784082,20,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-05-17","12:42","phantom EST morning.",66974052,20,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-05-15","8:19","You smell amazing.",1804201830,20,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-05-18","8:14","Racing to the weeds.",14215068208,20,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-10-06","6:56","Legacy of Brutality.",26529789706,20,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-04-06","4:54","halloween for adults",20523401,20,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-10-29","1:11","Masking tape dreams.",979836045,20,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-02-17","23:27","http://tr.im/parable",1220825504,20,FALSE,FALSE,FALSE,FALSE,-1,TRUE,3,FALSE
"2010-08-28","13:24","@violasong good luck!",22352494105,21,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-03-17","7:54","@buzz ahh. Thank you.",10611733554,21,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2007-04-22","21:58","I miss cooling robot.",36283412,21,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-06-09","21:10","time for a rice ball?",97684042,21,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-09","20:24","i  <3 railsplayground",6134421,21,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-11-04","16:23","Being happy is fun.",5423829266,21,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-01-20","10:43","“tweets are animals.”",7982710936,21,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-01-20","8:53","Sliding-around socks!",619711712,21,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-04-17","8:07","Reading. Sleep tough.",30780531,21,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2006-12-20","5:43","says good night moon",1415683,21,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-03-03","4:47","CLOSED DUE TO FIRE.",765897194,21,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-12","2:27","writers without homes",6843071,21,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-03-28","2:04","What work feels like.",778337584,21,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-07-03","1:53","i am 11277 days old.",848898029,21,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2006-12-13","0:16","is writing an invoice",1032033,21,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-08-19","17:47","@stdoyle cheers baby.",21596014671,22,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2008-03-30","22:39","Opulence Realized (TM)",779829334,22,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-22","17:31","Debug is T9 for Death.",11114691,22,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-06-18","15:23","Sleep fast.  Indeed.",2223536746,22,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-12-21","9:46","crinkly Tyvek moonsuit",6889176450,22,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2006-12-14","7:34","retires into the swamp",1102933,22,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-06-29","7:31","Everything is amazing.",846086405,22,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-05-31","7:26","Snowcones and puppies.",823870809,22,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-05","3:36","eating *all* the candy",5842917,22,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-07-26","1:27","What would twitter do?",868642878,22,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-09-20","0:43","Into the sun and wind.",280377322,22,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-12-17","16:26","@dugsong welcome to SF!",6767678611,23,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-09-21","10:11","@jeffheuer this I love.",25105090934,23,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2007-05-19","0:50","@essl DETROIT SEMPER FI",69437312,23,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2007-10-14","5:03","was re: artisan mezcal.",334367962,23,FALSE,FALSE,FALSE,TRUE,12,FALSE,-1,FALSE
"2007-06-12","23:32","your Dove bar grumbles.",102108782,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-09-25","23:11","going crazy in our Trac",293183902,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-02-13","22:48","The Poetics of Space.",9073256426,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-01-03","21:58","climbing out of the urn",2094073,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-10-11","19:59","spacer.gif in the house",328919782,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-03-09","19:18","Young Fly and Yoruba.",768977042,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-03-26","18:02","Insanity is contagious.",11102313365,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-08-01","15:15","Press PLAY to rewind.",874781895,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-04-21","13:53","CREPES WAIT FOR NO MAN.",793589898,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-10-13","7:25","Finally watching Yi-Yi.",957337194,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-06-12","6:45","Redbull and wireframes.",2128407056,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-06-13","6:32","its weird being back",2151295677,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-09-28","3:43","(unrelenting brutality)",4434264990,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-03","3:13","40 hours later i crash",5808728,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-10-08","2:33","aiming to beat the box.",319315842,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-09-28","1:59","Home san francisco ca",297926282,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-10","1:43","riding the grocery bus.",6224241,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-06-19","1:35","Getting my peaceful on.",110492402,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-03-17","0:57","Keeping it well-furred.",772565101,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-07-08","0:36","OH: “PRIVATE PRETZELS.”",17993681857,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-06-12","0:02","id rather eat glass.",100590672,23,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-09-25","5:26","http://flic.kr/p/6zYkNK",25473632170,23,FALSE,FALSE,FALSE,FALSE,-1,TRUE,3,FALSE
"2010-08-01","17:59","@kev_in nice! #noladies?",20078127264,24,TRUE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-03-02","6:31","@ccg enjoy nyc. #jealous",9863476039,24,TRUE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2007-03-31","23:36","@mnowland: holster hoser",16752811,24,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2009-07-12","7:39","@seekoh your brain glows",2596011170,24,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-06-26","21:20","RT @sneezingbear: Achoo!",17118631480,24,FALSE,TRUE,FALSE,TRUE,3,FALSE,-1,FALSE
"2008-10-23","21:11","listening to Nick music.",972646336,24,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-01-18","20:42","twittering about twitter",3283093,24,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-05-29","20:05","I know more than Google.",14995703605,24,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-02-25","15:35","Still excited about gps.",756114802,24,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-10-18","8:02","also cripplingly tired.",344514912,24,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-06-12","7:55","remembering The Blanket.",101064062,24,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-11-17","6:10","I have caught the bends.",420940322,24,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-05-02","4:56","re-evaluating everything",46772262,24,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-10-31","4:08","I love this lucky world!",376789182,24,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-04-18","2:51","TOP FANS (at AT&T; Park)",1548026170,24,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-07-12","2:05","Loading up my XIB files.",18320572670,24,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-09-27","0:16","i made a fucking branch.",295519482,24,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-04-13","6:02","http://twitpic.com/39507",1507644541,24,FALSE,FALSE,FALSE,FALSE,-1,TRUE,3,FALSE
"2009-03-21","4:56","http://twitpic.com/2aybk",1364648425,24,FALSE,FALSE,FALSE,FALSE,-1,TRUE,3,FALSE
"2008-05-15","1:36","http://twitpic.com/12r5 ",811539624,24,FALSE,FALSE,FALSE,FALSE,-1,TRUE,3,FALSE
"2010-05-22","0:06","http://brosicingbros.com",14460896286,24,FALSE,FALSE,FALSE,FALSE,-1,TRUE,3,FALSE
