tweet_id,tweet,screen_name,name,date,avatar
42411322,"Living in holly means having endless opportunities to get your hair cut,tires rotated,get drunk and buy spandex at the same place.",draupp,draupp,04-27-2007 15:22:54,http://s3.amazonaws.com/twitter_production/profile_images/51518810/169926_large_normal.jpg
43659282,"Frat dudes: Beer store, maple forest, telegraph office = the only three places you can say ""I'd tap that"" w/o being an asshole",scottsimpson,Scott Simpson,04-28-2007 20:29:59,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
43726792,FAT CHILDREN TOOK MY LIFE!!!,buzz,Buzz Andersen,04-28-2007 22:13:44,http://s3.amazonaws.com/twitter_production/profile_images/60308638/buzz-talking_normal.jpg
44153942,"Go ahead and add ""Dusky orange pants --&gt; Yes"" to the official ""Is that dude European?"" decision tree.",scottsimpson,Scott Simpson,04-29-2007 09:38:56,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
45425552,does anyone own a gorilla suit and is willing to wear it or lend it out?,laughingsquid,Scott Beale,04-30-2007 17:02:10,http://s3.amazonaws.com/twitter_production/profile_images/52876139/avatar_normal.jpg
46658652,Did u know that u.s.a. Painted on the street means underground service alert?,bikokid,Matt Carr,05-01-2007 19:49:31,http://s3.amazonaws.com/twitter_production/profile_images/17494282/me_normal.jpg
55606142,I wish my lawn was emo so it would cut itself.,eargang,Robb Irrgang,05-08-2007 10:18:18,http://s3.amazonaws.com/twitter_production/profile_images/147040143/monomouse_normal.jpg
55783002,If only work were a lover that could tell me 'oh no pls don't stop I'm so close' I would know if I'm on the verge of collapse or brilliance.,melissagira,Melissa Gira Grant,05-08-2007 12:15:59,http://s3.amazonaws.com/twitter_production/profile_images/64617018/Picture_7_normal.png
68296392,"today: saw a bird wall-jump, saw girls swan-dive, ate jalapeno fries. 2 hours left to blog and masturbate. might have to blog tomorrow.",universesimon,Simon Frankson,05-18-2007 01:18:38,http://s3.amazonaws.com/twitter_production/profile_images/58532514/Picture_4_normal.png
74698112,"My 2 yr old son's new response to everything is ""Yeah. Sure. No problem."" I feel like I'm renting a car in Barbados.",scottsimpson,Scott Simpson,05-22-2007 19:42:24,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
79766832,BaconCamp erupts in chorus of 'You can't make friends with salad!',neb,Ben Cerveny,05-26-2007 16:42:18,http://s3.amazonaws.com/twitter_production/profile_images/14860212/neb_normal.jpg
83348092,"Sometimes, I hang up the call and ask, ""how loud was I talking?"" I ask myself quietly.",JackPine,jack pine,05-29-2007 18:27:37,http://s3.amazonaws.com/twitter_production/profile_images/22084552/profile_normal.gif
87109572,"""I can see it,  sitting in a corner, two bottles of scotch and a dremel, making bumpkeys."" This is gonna be my weekend.",ccg,Crystal Williams,06-01-2007 10:51:31,http://s3.amazonaws.com/twitter_production/profile_images/56994539/2685416967_4053bfb4cb_normal.jpg
90808892,cooling robot has risen.,jenspec,Jen Spectacular,06-04-2007 10:00:00,http://s3.amazonaws.com/twitter_production/profile_images/60243704/twitter_pic_normal.jpg
93722542,"Question: What's so ""Aztec"" about Baja Fresh's new Aztec Chocolate Chip Cookie? Answer: a delicate soupçon of sacrificed virgin's blood.",scottsimpson,Scott Simpson,06-06-2007 12:19:05,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
96312392,"sweet, sweet nicoise. ""Give it to us raw and wriggling. You keep your nasty chips.""",jenspec,Jen Spectacular,06-08-2007 10:58:21,http://s3.amazonaws.com/twitter_production/profile_images/60243704/twitter_pic_normal.jpg
103492532,The italian resturaunt down the street is on fire (seems minor from here) and it smells really good.,formalplay,formalplay,06-13-2007 15:51:56,http://s3.amazonaws.com/twitter_production/profile_images/17706772/formalplay_normal.jpg
105006352,Tomorrow I get to explain why we're a week late and our concept is based on sausage.,ccg,Crystal Williams,06-14-2007 17:58:48,http://s3.amazonaws.com/twitter_production/profile_images/56994539/2685416967_4053bfb4cb_normal.jpg
105865092,This woman's gum smells like a Snapple's anus.,edcasey,ed casey,06-15-2007 08:01:25,http://s3.amazonaws.com/twitter_production/profile_images/70465983/3168193157_286d9fee0b_s_normal.jpg
117962262,Keep forgetting I can tell my son anything and he'll believe me. Today's topic: Buildings I Have Built.,scottsimpson,Scott Simpson,06-23-2007 19:27:11,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
121351612,@lmorchard: I like my women like I like my coffee: covered in BEES.,danguyf,Dan Guy,06-26-2007 03:31:08,http://s3.amazonaws.com/twitter_production/profile_images/14924772/eben2-headshot_normal.gif
125688762,I replaced the headlights on my car with strobe lights. Now it looks like I'm the only one moving.,notstevenwright,Fake Steven Wright,06-28-2007 21:32:56,http://s3.amazonaws.com/twitter_production/profile_images/27295042/sw_normal.jpg
127011012,"My wife waited to order the needed car seat because ""a Limited Edition fabric is coming in 2 weeks"". She's the Turtle of Moms.",scottsimpson,Scott Simpson,06-29-2007 16:54:44,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
139290922,"My son cannot control his bowels, but he can pick up an iPhone and casually navigate to a music video he likes.",scottsimpson,Scott Simpson,07-07-2007 17:27:59,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
148745082,"coining ""twoosh"", a contraction of tweet-swoosh. It's when your tweet hits exactly 140 characters sans editing. Nothing but net.",rentzsch,rentzsch,07-13-2007 13:02:17,http://s3.amazonaws.com/twitter_production/profile_images/36277382/wolfClose_normal.jpg
152908262,Soiling the plaid.,Dknoph,Dave Knoph,07-16-2007 12:58:21,http://s3.amazonaws.com/twitter_production/profile_images/32330942/Picture_23_normal.png
153159902,*throws macports against the wall. Stupid macports.*,blaine,Blaine Cook,07-16-2007 16:42:49,http://s3.amazonaws.com/twitter_production/profile_images/14022002/171593560_00e00bc7c9_normal.jpg
153624772,"Travel question: in Dubai, does it cost more to eat panda, hunt humans for sport, or drink a shot of Jim Beam? The answer may surprise you!",scottsimpson,Scott Simpson,07-16-2007 23:39:42,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
165821902,So ends my file- in a whimper of corruption.,jenspec,Jen Spectacular,07-24-2007 06:26:33,http://s3.amazonaws.com/twitter_production/profile_images/60243704/twitter_pic_normal.jpg
167097162,rewiring a strange burger phone toy from japan... no animals except a little bird so all vegan bends on this one.,mikenowland,mike nowland,07-24-2007 22:19:31,http://s3.amazonaws.com/twitter_production/profile_images/25480942/icon_normal.jpg
168524992,"running tests, happy little tests.  PASS!  PASS YOU LITTLE BASTARDS!",lmorchard,l.m. orchard,07-25-2007 16:34:54,http://s3.amazonaws.com/twitter_production/profile_images/55461184/heeed9_normal.jpg
172250112,WYSIWTF,lmorchard,l.m. orchard,07-27-2007 17:10:33,http://s3.amazonaws.com/twitter_production/profile_images/55461184/heeed9_normal.jpg
175018732,I think I might have watched all the TV.,essl,Mike Essl,07-29-2007 12:23:11,http://s3.amazonaws.com/twitter_production/profile_images/58405580/essl_twit_normal.png
187251902,@draupp straight to TJ and buy us all switchblades! please please please!!! i'll totally pay you back. red pearloid handle if you can....,kosta,Kosta Stratigos,08-04-2007 19:12:24,http://s3.amazonaws.com/twitter_production/profile_images/20794332/the_bandit_normal.jpg
187439422,@kosta @formalplay @jm3 switchblades check. Seafood check. elcamino taxi cab waiting out front. how can i lose.,draupp,draupp,08-04-2007 22:01:00,http://s3.amazonaws.com/twitter_production/profile_images/51518810/169926_large_normal.jpg
199520132,I'm officilaly VP of Parketing. :) Woohoo.,avannuys,amanda,08-10-2007 21:10:02,http://s3.amazonaws.com/twitter_production/profile_images/20417152/amanda120406_normal.jpg
199523692,"But, apparently I don't know how to spell.",avannuys,amanda,08-10-2007 21:13:08,http://s3.amazonaws.com/twitter_production/profile_images/20417152/amanda120406_normal.jpg
202274292,Korean beefbowling. Sweet and Sour halloween dreams.,jm3,John Manoogian III,08-12-2007 15:16:29,http://s3.amazonaws.com/twitter_production/profile_images/52652241/THE_STREETS_WILL_RUN_RED_WITH_GOLD_normal.png
206383202,@mathowie: I saw them when they opened for Panic at the Disco. Pretty good. Kind of beardy.,scottsimpson,Scott Simpson,08-14-2007 17:29:23,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
206778252,listen it's not that i'm lonely per se i just don't see why the joy of rubbing lubriderm onto my surgical scars should belong only to me,alanapost,Alana Post,08-14-2007 22:29:09,http://s3.amazonaws.com/twitter_production/profile_images/111785337/cougar_normal.png
223437082,"To: my email program, Re: missing ""L's"". Let's just give ""pubic"" the old dotted red underline, OK?",scottsimpson,Scott Simpson,08-23-2007 15:56:58,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
225718632,The scene in Fight Club where he destroys the pretty kid comes to mind as the hipster to my left keeps a beat with his tongue piercing a ...,essl,Mike Essl,08-24-2007 17:05:13,http://s3.amazonaws.com/twitter_production/profile_images/58405580/essl_twit_normal.png
232921092,WIne Gums = Awesome Foriegn Candies,thereason,Chris Arace,08-28-2007 10:38:46,http://s3.amazonaws.com/twitter_production/profile_images/20414902/16612517_N00_normal.jpg
235342802,I feel that I've given Qdoba a fair hearing,JackPine,jack pine,08-29-2007 12:03:59,http://s3.amazonaws.com/twitter_production/profile_images/22084552/profile_normal.gif
239722682,Don't you understand?!  The tentacles!  echo() lets the tentacles in!,lmorchard,l.m. orchard,08-31-2007 11:34:10,http://s3.amazonaws.com/twitter_production/profile_images/55461184/heeed9_normal.jpg
239837382,"""You don’t need a plan, you need skills and a problem."" – Dushan Wegner, http://tinyurl.com/2mssyt",nivi,Nivi,08-31-2007 12:57:45,http://s3.amazonaws.com/twitter_production/profile_images/54022207/Nivi_Favicon_normal.jpg
240206682,Proved that I work for Formalplay to use the company card @ the Apple store by showing I could log into the site via ftp.,formalplay,formalplay,08-31-2007 17:53:43,http://s3.amazonaws.com/twitter_production/profile_images/17706772/formalplay_normal.jpg
240207222,my dad just died,lmorchard,l.m. orchard,08-31-2007 17:54:19,http://s3.amazonaws.com/twitter_production/profile_images/55461184/heeed9_normal.jpg
240492072,"Alone. In the dark. By a fire. Eating crackers with peanut butter and preserves. I make no apologies, today was a good day.",jamesv,james vreeland,08-31-2007 22:15:28,http://s3.amazonaws.com/twitter_production/profile_images/66558728/skull_001_normal.jpg
244731462,everybody look at your pants,paprika,erika propst,09-03-2007 10:52:41,http://s3.amazonaws.com/twitter_production/profile_images/22471152/unicorn_normal.jpg
249998952,I am the quizmaster.,jenspec,Jen Spectacular,09-05-2007 16:50:55,http://s3.amazonaws.com/twitter_production/profile_images/60243704/twitter_pic_normal.jpg
250519502,goodnight bitches.,ashleystar,ashleystar,09-05-2007 22:11:31,http://s3.amazonaws.com/twitter_production/profile_images/52610457/green_normal.jpg
257078942,Ken Burnsing it up from limited assets.,formalplay,formalplay,09-09-2007 12:15:57,http://s3.amazonaws.com/twitter_production/profile_images/17706772/formalplay_normal.jpg
261598802,Budget rent-a-car appreciates my patience.,lmorchard,l.m. orchard,09-11-2007 09:46:25,http://s3.amazonaws.com/twitter_production/profile_images/55461184/heeed9_normal.jpg
264981792,i love to laugh!  ha ha ha ha ha!,peterhoneyman,peter honeyman,09-12-2007 18:43:30,http://s3.amazonaws.com/twitter_production/profile_images/92745418/P1080820_2_normal.JPG
292917782,PLANNING FOR THE FUTURE IS ESCAPISM,jennyholzer,Jenny Holzer,09-25-2007 13:29:32,http://s3.amazonaws.com/twitter_production/profile_images/25643062/jenny_holzer_normal.jpg
302493092,keep getting my tongue caught in the mouth slit of this mask,lmorchard,l.m. orchard,09-30-2007 00:18:35,http://s3.amazonaws.com/twitter_production/profile_images/55461184/heeed9_normal.jpg
305153482,When I get my teeth cleaned it is both relaxing and arousing. What is wrong with me?,essl,Mike Essl,10-01-2007 08:29:52,http://s3.amazonaws.com/twitter_production/profile_images/58405580/essl_twit_normal.png
323029612,YOU ARE RESPONSIBLE FOR CONSTITUTING THE MEANING OF THINGS,jennyholzer,Jenny Holzer,10-09-2007 08:43:03,http://s3.amazonaws.com/twitter_production/profile_images/25643062/jenny_holzer_normal.jpg
324648802,This day improved at night,rands,rands,10-09-2007 23:30:21,http://s3.amazonaws.com/twitter_production/profile_images/78687018/rands-better-05_normal.png
329906492,"what do you want, you moon-faced assassin of joy?",lmorchard,l.m. orchard,10-11-2007 22:17:03,http://s3.amazonaws.com/twitter_production/profile_images/55461184/heeed9_normal.jpg
337115742,That exhausted 5 AM tired where you're panting just to get enough O2 to your brain. But we have our first beta release. 7 hrs early : ),jm3,John Manoogian III,10-15-2007 05:15:50,http://s3.amazonaws.com/twitter_production/profile_images/52652241/THE_STREETS_WILL_RUN_RED_WITH_GOLD_normal.png
341848182,"""He wouldn't know how to pour piss out of a boot if the instructions were printed on the heel."" – Lyndon Johnson, http://tinyurl.com/2ynefq",nivi,Nivi,10-17-2007 00:58:49,http://s3.amazonaws.com/twitter_production/profile_images/54022207/Nivi_Favicon_normal.jpg
366446322,Just misspelled “Dear HR” as “why did you put your disease in me.” Stupid fat fingers.,fireland,Joshua Green Allen,10-26-2007 12:14:25,http://s3.amazonaws.com/twitter_production/profile_images/67416319/twt_bigger_normal.jpg
379200632,"She, Red Riding Hood. Me, her woodsman... covered in gore, holding a chainsaw, wearing the wolf's still-bleeding face as a hat. Muahaha!",bmf,Mike Lee,10-31-2007 17:41:08,http://s3.amazonaws.com/twitter_production/profile_images/68212694/Bio-48x48x72_normal.png
382251752,The idea has GOT to have potential if it causes you to eat low-brow mexican food all alone just so you can think about it more,JackPine,jack pine,11-01-2007 21:04:38,http://s3.amazonaws.com/twitter_production/profile_images/22084552/profile_normal.gif
383626622,wargaming what-ifs,pheezy,evan cordes,11-02-2007 09:42:55,http://s3.amazonaws.com/twitter_production/profile_images/16223042/51035644690_N01_normal.jpg
392870722,"Bradley: I grew up in Detroit and I live in Oakland now.... Where I come from, the word ""user"" has a completely different meaning.",kentbrew,Kent Brewster,11-06-2007 08:47:46,http://s3.amazonaws.com/twitter_production/profile_images/53835265/19757730_N00_normal.jpg
394921322,zivity rocks,alexchoi,alexchoi,11-07-2007 03:06:54,http://s3.amazonaws.com/twitter_production/profile_images/15268462/97263867_N00_normal.jpg
400305192,Some things have changed.,jm3,John Manoogian III,11-08-2007 23:38:44,http://s3.amazonaws.com/twitter_production/profile_images/52652241/THE_STREETS_WILL_RUN_RED_WITH_GOLD_normal.png
402318742,"""When I start seeing rap stars flashing Euros instead of U.S. dollars, I know our economy is in trouble."" – Anonymous",nivi,Nivi,11-09-2007 16:04:23,http://s3.amazonaws.com/twitter_production/profile_images/54022207/Nivi_Favicon_normal.jpg
404056292,Didn't puke AND cry. I'll count that as a win.,jamesv,james vreeland,11-10-2007 10:48:13,http://s3.amazonaws.com/twitter_production/profile_images/66558728/skull_001_normal.jpg
404581262,got a storage unit. Signed papers with language where I agree not to store a dead body. Bailing at that point would have been suspicious.,formalplay,formalplay,11-10-2007 16:35:33,http://s3.amazonaws.com/twitter_production/profile_images/17706772/formalplay_normal.jpg
414600372,"I get an email almost everyday from somebody who signs off ""Thxs!"" What is that? ""Thankses""? Fucking Gollum emailing me on the daily. kthxby",davidjmcgee,davidjmcgee,11-14-2007 10:21:45,http://s3.amazonaws.com/twitter_production/profile_images/36411242/websitepic_normal.jpg
418490392,Putting a highball in the crankcase; nailing a crow to the door.,pheezy,evan cordes,11-15-2007 21:24:46,http://s3.amazonaws.com/twitter_production/profile_images/16223042/51035644690_N01_normal.jpg
421662222,"is that you, imaginary diet coke...?",samaman,sam cannon,11-17-2007 06:46:28,http://s3.amazonaws.com/twitter_production/profile_images/22023182/Photo_3_normal.jpg
425097422,The (low) value of the dollar hits home in the chintzy glint of the new presidential $1 coins. They look like Skee-Ball tokens.,scottsimpson,Scott Simpson,11-18-2007 19:55:20,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
427644582,Breakfast for dinner.,pheezy,evan cordes,11-19-2007 16:41:38,http://s3.amazonaws.com/twitter_production/profile_images/16223042/51035644690_N01_normal.jpg
427677652,IF YOU CAN'T LEAVE YOUR MARK GIVE UP,jennyholzer,Jenny Holzer,11-19-2007 16:58:36,http://s3.amazonaws.com/twitter_production/profile_images/25643062/jenny_holzer_normal.jpg
428171342,"i like to tell myself that apple users are complete pussies, but secretly i know inside that they are just really rich",_why,why the lucky stiff,11-19-2007 21:15:50,http://s3.amazonaws.com/twitter_production/profile_images/32324032/mortar_midget_normal.png
429968782,Best explaination of self since Rands: http://blog.eod.com/post/18462877,bmf,Mike Lee,11-20-2007 11:35:51,http://s3.amazonaws.com/twitter_production/profile_images/68212694/Bio-48x48x72_normal.png
439137962,Tree is lit. Hail Odin.,KirinDave,Dave Fayram,11-23-2007 18:31:40,http://s3.amazonaws.com/twitter_production/profile_images/82630348/SelfPortrait__002_normal.jpg
446412212,"hmm, he cited an example that is utterly bogus.  i blurted out ""that's not true"" and he replied ""it absolutely is.""  this could get ugly.",peterhoneyman,peter honeyman,11-26-2007 15:37:09,http://s3.amazonaws.com/twitter_production/profile_images/92745418/P1080820_2_normal.JPG
461337272,"If yer planning on borrowing someone else's clothes w/o asking 1st, might as well squirt gun it down with grape juice right in the closet.",meowrey,Meowrey,12-01-2007 14:43:44,http://s3.amazonaws.com/twitter_production/profile_images/51948244/stache_rides_one_quarter_normal.jpg
467291042,Woke up sick still went to work felt like poo after work. So i decide to go to a metal show. draupp Logic i guess.,draupp,draupp,12-03-2007 20:34:50,http://s3.amazonaws.com/twitter_production/profile_images/51518810/169926_large_normal.jpg
467500462,"The fact that the sound of ice gently clinking in a tumbler o Scotch is as dear to me as my mother's voice doesn't make an alcoholic, right?",meowrey,Meowrey,12-03-2007 23:00:01,http://s3.amazonaws.com/twitter_production/profile_images/51948244/stache_rides_one_quarter_normal.jpg
470714392,"Surgery, even virtual, should not be done on a bus",alexchoi,alexchoi,12-04-2007 21:10:46,http://s3.amazonaws.com/twitter_production/profile_images/15268462/97263867_N00_normal.jpg
473358322,Do you think we're robot clean? Does this face look almost mean? Is it time to be an android not a man?,essl,Mike Essl,12-05-2007 16:19:24,http://s3.amazonaws.com/twitter_production/profile_images/58405580/essl_twit_normal.png
479438012,"Wish I had a Magic 8-Ball 4 work: ""As I Bcc: it, yes,"" ""Microsoft Outlook not so good,"" ""Signs PowerPoint to yes,"" ""Better not Del you now.""",meowrey,Meowrey,12-07-2007 13:29:48,http://s3.amazonaws.com/twitter_production/profile_images/51948244/stache_rides_one_quarter_normal.jpg
482299702,"Not to spoil tonight's episode of COPS for anyone, but they caught the guy. You know, the one without the shirt?",apelad,Adam Koford,12-08-2007 17:07:39,http://s3.amazonaws.com/twitter_production/profile_images/149939639/twitterpip_normal.png
488029852,IT IS HEROIC TO TRY TO STOP TIME,jennyholzer,Jenny Holzer,12-10-2007 14:51:38,http://s3.amazonaws.com/twitter_production/profile_images/25643062/jenny_holzer_normal.jpg
488504452,"craig newmark: ""my exit strategy is death""",jeffheuer,Jeff Heuer,12-10-2007 18:06:29,http://s3.amazonaws.com/twitter_production/profile_images/62697988/profile_normal.jpg
491801192,"somehow i've got ""seniority"" to pick the desk i want when we move things around. i choose the best spot, of course.",tiboutoo,tina glengary,12-11-2007 15:56:14,http://s3.amazonaws.com/twitter_production/profile_images/23025862/icon_normal.jpg
494793872,"""Most of the wonderful companies of the world were not made by M.B.A.s but by the people."" – Me",nivi,Nivi,12-12-2007 12:47:06,http://s3.amazonaws.com/twitter_production/profile_images/54022207/Nivi_Favicon_normal.jpg
495043942,I'd like to congratulate Savor in Noe Valley on making real chicken feel like the tofu substitute. That's some molecular gastronomy shit.,buzz,Buzz Andersen,12-12-2007 14:27:15,http://s3.amazonaws.com/twitter_production/profile_images/60308638/buzz-talking_normal.jpg
502298832,"Got through another workout without dying or shitting myself, so that's good.",bmf,Mike Lee,12-14-2007 17:14:40,http://s3.amazonaws.com/twitter_production/profile_images/68212694/Bio-48x48x72_normal.png
